Date,symbol,Close
22/05/2001,AAPL,0.419643
23/05/2001,AAPL,0.414821
24/05/2001,AAPL,0.414286
25/05/2001,AAPL,0.406429
29/05/2001,AAPL,0.383393
30/05/2001,AAPL,0.353214
31/05/2001,AAPL,0.35625
01/06/2001,AAPL,0.373036
04/06/2001,AAPL,0.368929
05/06/2001,AAPL,0.373929
06/06/2001,AAPL,0.370179
07/06/2001,AAPL,0.386786
08/06/2001,AAPL,0.380714
11/06/2001,AAPL,0.357857
12/06/2001,AAPL,0.362679
13/06/2001,AAPL,0.365536
14/06/2001,AAPL,0.355
15/06/2001,AAPL,0.365
18/06/2001,AAPL,0.363036
19/06/2001,AAPL,0.360536
20/06/2001,AAPL,0.386964
21/06/2001,AAPL,0.401607
22/06/2001,AAPL,0.3975
25/06/2001,AAPL,0.428393
26/06/2001,AAPL,0.424107
27/06/2001,AAPL,0.416786
28/06/2001,AAPL,0.420357
29/06/2001,AAPL,0.415179
02/07/2001,AAPL,0.426786
03/07/2001,AAPL,0.425714
05/07/2001,AAPL,0.414107
06/07/2001,AAPL,0.393393
09/07/2001,AAPL,0.405357
10/07/2001,AAPL,0.3775
11/07/2001,AAPL,0.4025
12/07/2001,AAPL,0.435
13/07/2001,AAPL,0.44375
16/07/2001,AAPL,0.427857
17/07/2001,AAPL,0.448214
18/07/2001,AAPL,0.37125
19/07/2001,AAPL,0.356429
20/07/2001,AAPL,0.356786
23/07/2001,AAPL,0.348929
24/07/2001,AAPL,0.340893
25/07/2001,AAPL,0.329821
26/07/2001,AAPL,0.331964
27/07/2001,AAPL,0.338571
30/07/2001,AAPL,0.338036
31/07/2001,AAPL,0.335536
01/08/2001,AAPL,0.340357
02/08/2001,AAPL,0.353929
03/08/2001,AAPL,0.348214
06/08/2001,AAPL,0.341607
07/08/2001,AAPL,0.34375
08/08/2001,AAPL,0.3375
09/08/2001,AAPL,0.340179
10/08/2001,AAPL,0.339643
13/08/2001,AAPL,0.340893
14/08/2001,AAPL,0.334464
15/08/2001,AAPL,0.329286
16/08/2001,AAPL,0.333036
17/08/2001,AAPL,0.322679
20/08/2001,AAPL,0.323571
21/08/2001,AAPL,0.32
22/08/2001,AAPL,0.325179
23/08/2001,AAPL,0.318036
24/08/2001,AAPL,0.331607
27/08/2001,AAPL,0.337857
28/08/2001,AAPL,0.328571
29/08/2001,AAPL,0.318393
30/08/2001,AAPL,0.318393
31/08/2001,AAPL,0.33125
04/09/2001,AAPL,0.325893
05/09/2001,AAPL,0.33125
06/09/2001,AAPL,0.316429
07/09/2001,AAPL,0.308571
10/09/2001,AAPL,0.310179
17/09/2001,AAPL,0.303393
18/09/2001,AAPL,0.290714
19/09/2001,AAPL,0.303929
20/09/2001,AAPL,0.28
21/09/2001,AAPL,0.280893
24/09/2001,AAPL,0.29375
25/09/2001,AAPL,0.2775
26/09/2001,AAPL,0.270536
27/09/2001,AAPL,0.276964
28/09/2001,AAPL,0.276964
01/10/2001,AAPL,0.2775
02/10/2001,AAPL,0.26875
03/10/2001,AAPL,0.2675
04/10/2001,AAPL,0.283571
05/10/2001,AAPL,0.288214
08/10/2001,AAPL,0.289286
09/10/2001,AAPL,0.285714
10/10/2001,AAPL,0.300357
11/10/2001,AAPL,0.316786
12/10/2001,AAPL,0.321607
15/10/2001,AAPL,0.32125
16/10/2001,AAPL,0.321607
17/10/2001,AAPL,0.303393
18/10/2001,AAPL,0.321429
19/10/2001,AAPL,0.326786
22/10/2001,AAPL,0.339643
23/10/2001,AAPL,0.323929
24/10/2001,AAPL,0.338393
25/10/2001,AAPL,0.342679
26/10/2001,AAPL,0.333393
29/10/2001,AAPL,0.314821
30/10/2001,AAPL,0.314286
31/10/2001,AAPL,0.313571
01/11/2001,AAPL,0.331964
02/11/2001,AAPL,0.331607
05/11/2001,AAPL,0.340536
06/11/2001,AAPL,0.349464
07/11/2001,AAPL,0.349821
08/11/2001,AAPL,0.334107
09/11/2001,AAPL,0.334107
12/11/2001,AAPL,0.334821
13/11/2001,AAPL,0.345893
14/11/2001,AAPL,0.350179
15/11/2001,AAPL,0.347321
16/11/2001,AAPL,0.33875
19/11/2001,AAPL,0.357143
20/11/2001,AAPL,0.34875
21/11/2001,AAPL,0.351429
23/11/2001,AAPL,0.354286
26/11/2001,AAPL,0.381607
27/11/2001,AAPL,0.375
28/11/2001,AAPL,0.366607
29/11/2001,AAPL,0.364643
30/11/2001,AAPL,0.380357
03/12/2001,AAPL,0.375893
04/12/2001,AAPL,0.4
05/12/2001,AAPL,0.424286
06/12/2001,AAPL,0.406786
07/12/2001,AAPL,0.4025
10/12/2001,AAPL,0.4025
11/12/2001,AAPL,0.388929
12/12/2001,AAPL,0.38375
13/12/2001,AAPL,0.375
14/12/2001,AAPL,0.364107
17/12/2001,AAPL,0.368214
18/12/2001,AAPL,0.375179
19/12/2001,AAPL,0.386071
20/12/2001,AAPL,0.369107
21/12/2001,AAPL,0.375
24/12/2001,AAPL,0.381429
26/12/2001,AAPL,0.38375
27/12/2001,AAPL,0.394107
28/12/2001,AAPL,0.400536
31/12/2001,AAPL,0.391071
02/01/2002,AAPL,0.416071
03/01/2002,AAPL,0.421071
04/01/2002,AAPL,0.423036
07/01/2002,AAPL,0.408929
08/01/2002,AAPL,0.40375
09/01/2002,AAPL,0.386607
10/01/2002,AAPL,0.379107
11/01/2002,AAPL,0.375893
14/01/2002,AAPL,0.377679
15/01/2002,AAPL,0.3875
16/01/2002,AAPL,0.371071
17/01/2002,AAPL,0.401429
18/01/2002,AAPL,0.395893
22/01/2002,AAPL,0.389643
23/01/2002,AAPL,0.411071
24/01/2002,AAPL,0.414464
25/01/2002,AAPL,0.415179
28/01/2002,AAPL,0.415536
29/01/2002,AAPL,0.411964
30/01/2002,AAPL,0.430179
31/01/2002,AAPL,0.441429
01/02/2002,AAPL,0.435893
04/02/2002,AAPL,0.452679
05/02/2002,AAPL,0.454464
06/02/2002,AAPL,0.440536
07/02/2002,AAPL,0.433929
08/02/2002,AAPL,0.429107
11/02/2002,AAPL,0.446071
12/02/2002,AAPL,0.44125
13/02/2002,AAPL,0.446607
14/02/2002,AAPL,0.439286
15/02/2002,AAPL,0.426786
19/02/2002,AAPL,0.403929
20/02/2002,AAPL,0.413036
21/02/2002,AAPL,0.383929
22/02/2002,AAPL,0.406071
25/02/2002,AAPL,0.425179
26/02/2002,AAPL,0.422679
27/02/2002,AAPL,0.392143
28/02/2002,AAPL,0.3875
01/03/2002,AAPL,0.41875
04/03/2002,AAPL,0.43375
05/03/2002,AAPL,0.420179
06/03/2002,AAPL,0.429821
07/03/2002,AAPL,0.435357
08/03/2002,AAPL,0.440357
11/03/2002,AAPL,0.4475
12/03/2002,AAPL,0.441429
13/03/2002,AAPL,0.437321
14/03/2002,AAPL,0.43625
15/03/2002,AAPL,0.445536
18/03/2002,AAPL,0.441786
19/03/2002,AAPL,0.44375
20/03/2002,AAPL,0.445
21/03/2002,AAPL,0.433393
22/03/2002,AAPL,0.430179
25/03/2002,AAPL,0.416964
26/03/2002,AAPL,0.418929
27/03/2002,AAPL,0.419107
28/03/2002,AAPL,0.422679
01/04/2002,AAPL,0.436786
02/04/2002,AAPL,0.429821
03/04/2002,AAPL,0.424107
04/04/2002,AAPL,0.444643
05/04/2002,AAPL,0.441786
08/04/2002,AAPL,0.438571
09/04/2002,AAPL,0.430357
10/04/2002,AAPL,0.440357
11/04/2002,AAPL,0.443929
12/04/2002,AAPL,0.4475
15/04/2002,AAPL,0.446429
16/04/2002,AAPL,0.459643
17/04/2002,AAPL,0.46625
18/04/2002,AAPL,0.45375
19/04/2002,AAPL,0.446071
22/04/2002,AAPL,0.438036
23/04/2002,AAPL,0.433036
24/04/2002,AAPL,0.424464
25/04/2002,AAPL,0.430714
26/04/2002,AAPL,0.410893
29/04/2002,AAPL,0.427857
30/04/2002,AAPL,0.433393
01/05/2002,AAPL,0.428214
02/05/2002,AAPL,0.423036
03/05/2002,AAPL,0.419821
06/05/2002,AAPL,0.404464
07/05/2002,AAPL,0.40125
08/05/2002,AAPL,0.435179
09/05/2002,AAPL,0.431964
10/05/2002,AAPL,0.416429
13/05/2002,AAPL,0.4275
14/05/2002,AAPL,0.457321
15/05/2002,AAPL,0.451429
16/05/2002,AAPL,0.450179
17/05/2002,AAPL,0.446607
20/05/2002,AAPL,0.441786
21/05/2002,AAPL,0.418929
22/05/2002,AAPL,0.434286
23/05/2002,AAPL,0.449643
24/05/2002,AAPL,0.43125
28/05/2002,AAPL,0.428214
29/05/2002,AAPL,0.428214
30/05/2002,AAPL,0.432143
31/05/2002,AAPL,0.416071
03/06/2002,AAPL,0.409107
04/06/2002,AAPL,0.406786
05/06/2002,AAPL,0.405714
06/06/2002,AAPL,0.395714
07/06/2002,AAPL,0.382143
10/06/2002,AAPL,0.383571
11/06/2002,AAPL,0.365357
12/06/2002,AAPL,0.35875
13/06/2002,AAPL,0.348929
14/06/2002,AAPL,0.358929
17/06/2002,AAPL,0.366786
18/06/2002,AAPL,0.359821
19/06/2002,AAPL,0.305714
20/06/2002,AAPL,0.305536
21/06/2002,AAPL,0.300893
24/06/2002,AAPL,0.308393
25/06/2002,AAPL,0.306071
26/06/2002,AAPL,0.295536
27/06/2002,AAPL,0.304643
28/06/2002,AAPL,0.316429
01/07/2002,AAPL,0.304643
02/07/2002,AAPL,0.3025
03/07/2002,AAPL,0.313393
05/07/2002,AAPL,0.334643
08/07/2002,AAPL,0.321607
09/07/2002,AAPL,0.313036
10/07/2002,AAPL,0.309286
11/07/2002,AAPL,0.326786
12/07/2002,AAPL,0.312679
15/07/2002,AAPL,0.325536
16/07/2002,AAPL,0.318929
17/07/2002,AAPL,0.279107
18/07/2002,AAPL,0.267679
19/07/2002,AAPL,0.267143
22/07/2002,AAPL,0.266429
23/07/2002,AAPL,0.258393
24/07/2002,AAPL,0.271429
25/07/2002,AAPL,0.256429
26/07/2002,AAPL,0.256071
29/07/2002,AAPL,0.268214
30/07/2002,AAPL,0.275536
31/07/2002,AAPL,0.2725
01/08/2002,AAPL,0.264286
02/08/2002,AAPL,0.258036
05/08/2002,AAPL,0.249821
06/08/2002,AAPL,0.263214
07/08/2002,AAPL,0.268393
08/08/2002,AAPL,0.273214
09/08/2002,AAPL,0.267857
12/08/2002,AAPL,0.267679
13/08/2002,AAPL,0.260536
14/08/2002,AAPL,0.270893
15/08/2002,AAPL,0.27875
16/08/2002,AAPL,0.282321
19/08/2002,AAPL,0.285357
20/08/2002,AAPL,0.284107
21/08/2002,AAPL,0.287857
22/08/2002,AAPL,0.285179
23/08/2002,AAPL,0.280893
26/08/2002,AAPL,0.277321
27/08/2002,AAPL,0.265179
28/08/2002,AAPL,0.2625
29/08/2002,AAPL,0.2625
30/08/2002,AAPL,0.263393
03/09/2002,AAPL,0.250893
04/09/2002,AAPL,0.258571
05/09/2002,AAPL,0.253214
06/09/2002,AAPL,0.256786
09/09/2002,AAPL,0.256607
10/09/2002,AAPL,0.255893
11/09/2002,AAPL,0.255179
12/09/2002,AAPL,0.2525
13/09/2002,AAPL,0.253036
16/09/2002,AAPL,0.258929
17/09/2002,AAPL,0.264286
18/09/2002,AAPL,0.268214
19/09/2002,AAPL,0.260357
20/09/2002,AAPL,0.265536
23/09/2002,AAPL,0.265179
24/09/2002,AAPL,0.261429
25/09/2002,AAPL,0.266607
26/09/2002,AAPL,0.2625
27/09/2002,AAPL,0.262857
30/09/2002,AAPL,0.258929
01/10/2002,AAPL,0.259107
02/10/2002,AAPL,0.253036
03/10/2002,AAPL,0.255357
04/10/2002,AAPL,0.250536
07/10/2002,AAPL,0.245893
08/10/2002,AAPL,0.244286
09/10/2002,AAPL,0.242679
10/10/2002,AAPL,0.251964
11/10/2002,AAPL,0.259107
14/10/2002,AAPL,0.26375
15/10/2002,AAPL,0.270714
16/10/2002,AAPL,0.26
17/10/2002,AAPL,0.251964
18/10/2002,AAPL,0.256071
21/10/2002,AAPL,0.26
22/10/2002,AAPL,0.2625
23/10/2002,AAPL,0.265714
24/10/2002,AAPL,0.262321
25/10/2002,AAPL,0.275357
28/10/2002,AAPL,0.27875
29/10/2002,AAPL,0.275714
30/10/2002,AAPL,0.285357
31/10/2002,AAPL,0.286964
01/11/2002,AAPL,0.292143
04/11/2002,AAPL,0.301607
05/11/2002,AAPL,0.301786
06/11/2002,AAPL,0.3075
07/11/2002,AAPL,0.285714
08/11/2002,AAPL,0.282857
11/11/2002,AAPL,0.270714
12/11/2002,AAPL,0.279286
13/11/2002,AAPL,0.278393
14/11/2002,AAPL,0.291071
15/11/2002,AAPL,0.284821
18/11/2002,AAPL,0.279464
19/11/2002,AAPL,0.272679
20/11/2002,AAPL,0.277321
21/11/2002,AAPL,0.291964
22/11/2002,AAPL,0.285893
25/11/2002,AAPL,0.285179
26/11/2002,AAPL,0.275179
27/11/2002,AAPL,0.280714
29/11/2002,AAPL,0.276786
02/12/2002,AAPL,0.271071
03/12/2002,AAPL,0.270714
04/12/2002,AAPL,0.267321
05/12/2002,AAPL,0.26125
06/12/2002,AAPL,0.266964
09/12/2002,AAPL,0.263393
10/12/2002,AAPL,0.272857
11/12/2002,AAPL,0.276607
12/12/2002,AAPL,0.27125
13/12/2002,AAPL,0.264107
16/12/2002,AAPL,0.265179
17/12/2002,AAPL,0.269286
18/12/2002,AAPL,0.260179
19/12/2002,AAPL,0.253571
20/12/2002,AAPL,0.2525
23/12/2002,AAPL,0.25875
24/12/2002,AAPL,0.256429
26/12/2002,AAPL,0.257143
27/12/2002,AAPL,0.251071
30/12/2002,AAPL,0.25125
31/12/2002,AAPL,0.255893
02/01/2003,AAPL,0.264286
03/01/2003,AAPL,0.266071
06/01/2003,AAPL,0.266071
07/01/2003,AAPL,0.265179
08/01/2003,AAPL,0.259821
09/01/2003,AAPL,0.262143
10/01/2003,AAPL,0.262857
13/01/2003,AAPL,0.26125
14/01/2003,AAPL,0.260893
15/01/2003,AAPL,0.257679
16/01/2003,AAPL,0.261071
17/01/2003,AAPL,0.251786
21/01/2003,AAPL,0.250357
22/01/2003,AAPL,0.247857
23/01/2003,AAPL,0.253036
24/01/2003,AAPL,0.246429
27/01/2003,AAPL,0.252321
28/01/2003,AAPL,0.260357
29/01/2003,AAPL,0.266607
30/01/2003,AAPL,0.255714
31/01/2003,AAPL,0.256429
03/02/2003,AAPL,0.261786
04/02/2003,AAPL,0.260714
05/02/2003,AAPL,0.258036
06/02/2003,AAPL,0.257679
07/02/2003,AAPL,0.252679
10/02/2003,AAPL,0.25625
11/02/2003,AAPL,0.25625
12/02/2003,AAPL,0.256964
13/02/2003,AAPL,0.259643
14/02/2003,AAPL,0.261964
18/02/2003,AAPL,0.272679
19/02/2003,AAPL,0.265179
20/02/2003,AAPL,0.26375
21/02/2003,AAPL,0.267857
24/02/2003,AAPL,0.263214
25/02/2003,AAPL,0.268214
26/02/2003,AAPL,0.258929
27/02/2003,AAPL,0.265357
28/02/2003,AAPL,0.268036
03/03/2003,AAPL,0.261607
04/03/2003,AAPL,0.26
05/03/2003,AAPL,0.261071
06/03/2003,AAPL,0.26
07/03/2003,AAPL,0.259464
10/03/2003,AAPL,0.256607
11/03/2003,AAPL,0.254107
12/03/2003,AAPL,0.253929
13/03/2003,AAPL,0.262857
14/03/2003,AAPL,0.263929
17/03/2003,AAPL,0.268036
18/03/2003,AAPL,0.267857
19/03/2003,AAPL,0.266964
20/03/2003,AAPL,0.26625
21/03/2003,AAPL,0.267857
24/03/2003,AAPL,0.256607
25/03/2003,AAPL,0.259821
26/03/2003,AAPL,0.257321
27/03/2003,AAPL,0.25875
28/03/2003,AAPL,0.260179
31/03/2003,AAPL,0.2525
01/04/2003,AAPL,0.252857
02/04/2003,AAPL,0.260714
03/04/2003,AAPL,0.258214
04/04/2003,AAPL,0.257321
07/04/2003,AAPL,0.25875
08/04/2003,AAPL,0.258036
09/04/2003,AAPL,0.253393
10/04/2003,AAPL,0.256607
11/04/2003,AAPL,0.235714
14/04/2003,AAPL,0.2425
15/04/2003,AAPL,0.239107
16/04/2003,AAPL,0.236429
17/04/2003,AAPL,0.234286
21/04/2003,AAPL,0.234643
22/04/2003,AAPL,0.24125
23/04/2003,AAPL,0.2425
24/04/2003,AAPL,0.24
25/04/2003,AAPL,0.238393
28/04/2003,AAPL,0.2475
29/04/2003,AAPL,0.251071
30/04/2003,AAPL,0.253929
01/05/2003,AAPL,0.256429
02/05/2003,AAPL,0.258036
05/05/2003,AAPL,0.287321
06/05/2003,AAPL,0.3125
07/05/2003,AAPL,0.315179
08/05/2003,AAPL,0.321429
09/05/2003,AAPL,0.326786
12/05/2003,AAPL,0.331429
13/05/2003,AAPL,0.333393
14/05/2003,AAPL,0.33125
15/05/2003,AAPL,0.334464
16/05/2003,AAPL,0.335714
19/05/2003,AAPL,0.323214
20/05/2003,AAPL,0.317679
21/05/2003,AAPL,0.31875
22/05/2003,AAPL,0.325714
23/05/2003,AAPL,0.327143
27/05/2003,AAPL,0.337143
28/05/2003,AAPL,0.326429
29/05/2003,AAPL,0.323214
30/05/2003,AAPL,0.320536
02/06/2003,AAPL,0.311607
03/06/2003,AAPL,0.309107
04/06/2003,AAPL,0.314286
05/06/2003,AAPL,0.315
06/06/2003,AAPL,0.30625
09/06/2003,AAPL,0.299821
10/06/2003,AAPL,0.306786
11/06/2003,AAPL,0.311607
12/06/2003,AAPL,0.317321
13/06/2003,AAPL,0.311071
16/06/2003,AAPL,0.32625
17/06/2003,AAPL,0.324821
18/06/2003,AAPL,0.341429
19/06/2003,AAPL,0.341786
20/06/2003,AAPL,0.342857
23/06/2003,AAPL,0.340357
24/06/2003,AAPL,0.335357
25/06/2003,AAPL,0.340893
26/06/2003,AAPL,0.344464
27/06/2003,AAPL,0.334464
30/06/2003,AAPL,0.340357
01/07/2003,AAPL,0.340893
02/07/2003,AAPL,0.344107
03/07/2003,AAPL,0.341607
07/07/2003,AAPL,0.354821
08/07/2003,AAPL,0.364286
09/07/2003,AAPL,0.355179
10/07/2003,AAPL,0.349643
11/07/2003,AAPL,0.354464
14/07/2003,AAPL,0.355357
15/07/2003,AAPL,0.350179
16/07/2003,AAPL,0.354821
17/07/2003,AAPL,0.373214
18/07/2003,AAPL,0.3725
21/07/2003,AAPL,0.368036
22/07/2003,AAPL,0.371429
23/07/2003,AAPL,0.37125
24/07/2003,AAPL,0.36625
25/07/2003,AAPL,0.384643
28/07/2003,AAPL,0.374821
29/07/2003,AAPL,0.37
30/07/2003,AAPL,0.362143
31/07/2003,AAPL,0.376429
01/08/2003,AAPL,0.370179
04/08/2003,AAPL,0.37875
05/08/2003,AAPL,0.363929
06/08/2003,AAPL,0.350536
07/08/2003,AAPL,0.355893
08/08/2003,AAPL,0.350714
11/08/2003,AAPL,0.351071
12/08/2003,AAPL,0.351786
13/08/2003,AAPL,0.360357
14/08/2003,AAPL,0.356607
15/08/2003,AAPL,0.351964
18/08/2003,AAPL,0.363214
19/08/2003,AAPL,0.362857
20/08/2003,AAPL,0.375179
21/08/2003,AAPL,0.387143
22/08/2003,AAPL,0.372857
25/08/2003,AAPL,0.3725
26/08/2003,AAPL,0.375893
27/08/2003,AAPL,0.383571
28/08/2003,AAPL,0.39625
29/08/2003,AAPL,0.40375
02/09/2003,AAPL,0.408036
03/09/2003,AAPL,0.409821
04/09/2003,AAPL,0.407679
05/09/2003,AAPL,0.401786
08/09/2003,AAPL,0.406071
09/09/2003,AAPL,0.399464
10/09/2003,AAPL,0.396071
11/09/2003,AAPL,0.402857
12/09/2003,AAPL,0.4125
15/09/2003,AAPL,0.396607
16/09/2003,AAPL,0.399286
17/09/2003,AAPL,0.395
18/09/2003,AAPL,0.408571
19/09/2003,AAPL,0.403214
22/09/2003,AAPL,0.394286
23/09/2003,AAPL,0.400536
24/09/2003,AAPL,0.380714
25/09/2003,AAPL,0.364821
26/09/2003,AAPL,0.369464
29/09/2003,AAPL,0.380357
30/09/2003,AAPL,0.37
01/10/2003,AAPL,0.37125
02/10/2003,AAPL,0.367321
03/10/2003,AAPL,0.387321
06/10/2003,AAPL,0.398036
07/10/2003,AAPL,0.414643
08/10/2003,AAPL,0.411786
09/10/2003,AAPL,0.41875
10/10/2003,AAPL,0.422857
13/10/2003,AAPL,0.434821
14/10/2003,AAPL,0.438393
15/10/2003,AAPL,0.443214
16/10/2003,AAPL,0.415179
17/10/2003,AAPL,0.40625
20/10/2003,AAPL,0.414643
21/10/2003,AAPL,0.413929
22/10/2003,AAPL,0.406429
23/10/2003,AAPL,0.410536
24/10/2003,AAPL,0.403571
27/10/2003,AAPL,0.403571
28/10/2003,AAPL,0.423571
29/10/2003,AAPL,0.423036
30/10/2003,AAPL,0.412321
31/10/2003,AAPL,0.40875
03/11/2003,AAPL,0.413393
04/11/2003,AAPL,0.409107
05/11/2003,AAPL,0.41125
06/11/2003,AAPL,0.412857
07/11/2003,AAPL,0.401786
10/11/2003,AAPL,0.391071
11/11/2003,AAPL,0.384643
12/11/2003,AAPL,0.39875
13/11/2003,AAPL,0.400357
14/11/2003,AAPL,0.383214
17/11/2003,AAPL,0.377321
18/11/2003,AAPL,0.364464
19/11/2003,AAPL,0.364643
20/11/2003,AAPL,0.363929
21/11/2003,AAPL,0.362143
24/11/2003,AAPL,0.377679
25/11/2003,AAPL,0.369286
26/11/2003,AAPL,0.37
28/11/2003,AAPL,0.373393
01/12/2003,AAPL,0.387679
02/12/2003,AAPL,0.384643
03/12/2003,AAPL,0.375536
04/12/2003,AAPL,0.377679
05/12/2003,AAPL,0.372321
08/12/2003,AAPL,0.375893
09/12/2003,AAPL,0.365179
10/12/2003,AAPL,0.363929
11/12/2003,AAPL,0.37875
12/12/2003,AAPL,0.373036
15/12/2003,AAPL,0.360179
16/12/2003,AAPL,0.359286
17/12/2003,AAPL,0.355
18/12/2003,AAPL,0.357857
19/12/2003,AAPL,0.351786
22/12/2003,AAPL,0.354464
23/12/2003,AAPL,0.35375
24/12/2003,AAPL,0.364464
26/12/2003,AAPL,0.371071
29/12/2003,AAPL,0.377679
30/12/2003,AAPL,0.38
31/12/2003,AAPL,0.381607
02/01/2004,AAPL,0.38
05/01/2004,AAPL,0.395893
06/01/2004,AAPL,0.394464
07/01/2004,AAPL,0.403393
08/01/2004,AAPL,0.417143
09/01/2004,AAPL,0.410714
12/01/2004,AAPL,0.42375
13/01/2004,AAPL,0.430714
14/01/2004,AAPL,0.432143
15/01/2004,AAPL,0.408036
16/01/2004,AAPL,0.405714
20/01/2004,AAPL,0.405893
21/01/2004,AAPL,0.40375
22/01/2004,AAPL,0.396071
23/01/2004,AAPL,0.402857
26/01/2004,AAPL,0.410893
27/01/2004,AAPL,0.411964
28/01/2004,AAPL,0.402143
29/01/2004,AAPL,0.405
30/01/2004,AAPL,0.402857
02/02/2004,AAPL,0.398571
03/02/2004,AAPL,0.3975
04/02/2004,AAPL,0.389107
05/02/2004,AAPL,0.400357
06/02/2004,AAPL,0.405536
09/02/2004,AAPL,0.404821
10/02/2004,AAPL,0.410357
11/02/2004,AAPL,0.425
12/02/2004,AAPL,0.42375
13/02/2004,AAPL,0.410714
17/02/2004,AAPL,0.413571
18/02/2004,AAPL,0.415357
19/02/2004,AAPL,0.40125
20/02/2004,AAPL,0.4
23/02/2004,AAPL,0.39625
24/02/2004,AAPL,0.399286
25/02/2004,AAPL,0.407321
26/02/2004,AAPL,0.411429
27/02/2004,AAPL,0.427143
01/03/2004,AAPL,0.428929
02/03/2004,AAPL,0.425179
03/03/2004,AAPL,0.427143
04/03/2004,AAPL,0.449286
05/03/2004,AAPL,0.4775
08/03/2004,AAPL,0.464286
09/03/2004,AAPL,0.483929
10/03/2004,AAPL,0.494286
11/03/2004,AAPL,0.484821
12/03/2004,AAPL,0.492143
15/03/2004,AAPL,0.472321
16/03/2004,AAPL,0.461071
17/03/2004,AAPL,0.467679
18/03/2004,AAPL,0.458393
19/03/2004,AAPL,0.461786
22/03/2004,AAPL,0.461786
23/03/2004,AAPL,0.451607
24/03/2004,AAPL,0.455357
25/03/2004,AAPL,0.479821
26/03/2004,AAPL,0.482857
29/03/2004,AAPL,0.498393
30/03/2004,AAPL,0.498571
31/03/2004,AAPL,0.482857
01/04/2004,AAPL,0.484107
